Date and Time,Water Temperature (F),Estimated Flow Rate (m3/s)
10/2/2017 3:03,59.306,-0.015068644
10/2/2017 3:06,59.306,-0.016821733
10/2/2017 3:09,59.306,-0.01249165
10/2/2017 3:12,59.252,-0.01025088
10/2/2017 3:15,59.252,-0.012650362
10/2/2017 3:18,59.252,-0.012245341
10/2/2017 3:21,59.234,-0.011469297
10/2/2017 3:24,59.18,-0.011845426
10/2/2017 3:27,59.198,-0.014556271
10/2/2017 3:30,59.18,-0.016349084
10/2/2017 3:33,59.162,-0.014728948
10/2/2017 3:36,59.162,-0.019093076
10/2/2017 3:39,59.144,-0.024930918
10/2/2017 3:42,59.126,-0.025141187
10/2/2017 3:45,59.054,-0.01652829
10/2/2017 3:48,59.108,-0.018098009
10/2/2017 3:51,59.108,-0.015538432
10/2/2017 3:54,59.09,-0.007518948
10/2/2017 3:57,59.072,-0.005601194
10/2/2017 4:00,59.036,-0.002323719
10/2/2017 4:03,59.036,-0.009316065
10/2/2017 4:06,59.018,-0.014550236
10/2/2017 4:09,59.018,-0.013039414
10/2/2017 4:12,58.982,-0.010571357
10/2/2017 4:15,58.946,-0.013045265
10/2/2017 4:18,58.946,-0.012857983
10/2/2017 4:21,58.928,-0.006383856
10/2/2017 4:24,58.91,-0.009649922
10/2/2017 4:27,58.91,-0.01196931
10/2/2017 4:30,58.892,-0.009814939
10/2/2017 4:33,58.874,-0.007039064
10/2/2017 4:36,58.856,-0.013754901
10/2/2017 4:39,58.892,-0.006216916
10/2/2017 4:42,58.892,-0.009179687
10/2/2017 4:45,58.874,-0.005278686
10/2/2017 4:48,58.874,-0.007860964
10/2/2017 4:51,58.874,-0.01162415
10/2/2017 4:54,58.784,-0.010645962
10/2/2017 4:57,58.856,-0.011323468
10/2/2017 5:00,58.838,-0.011395201
10/2/2017 5:03,58.802,-0.013353454
10/2/2017 5:06,58.802,-0.014921933
10/2/2017 5:09,58.802,-0.01639034
10/2/2017 5:12,58.784,-0.022218736
10/2/2017 5:15,58.694,-0.020819061
10/2/2017 5:18,58.73,-0.021515153
10/2/2017 5:21,58.694,-0.020237231
10/2/2017 5:24,58.73,-0.01456046
10/2/2017 5:27,58.694,-0.016713526
10/2/2017 5:30,58.658,-0.011972438
10/2/2017 5:33,58.64,-0.015506383
10/2/2017 5:36,58.658,-0.018336937
10/2/2017 5:39,58.622,-0.013825937
10/2/2017 5:42,58.64,-0.010445425
10/2/2017 5:45,58.64,-0.013300229
10/2/2017 5:48,58.676,-0.017161056
10/2/2017 5:51,58.64,-0.015945995
10/2/2017 5:54,58.622,-0.014437098
10/2/2017 5:57,58.622,-0.015714025
10/2/2017 6:00,58.622,-0.014263269
10/2/2017 6:03,58.64,-0.010090472
10/2/2017 6:06,58.622,-0.010995827
10/2/2017 6:09,58.658,-0.009806937
10/2/2017 6:12,58.64,-0.015461364
10/2/2017 6:15,58.64,-0.021979311
10/2/2017 6:18,58.658,-0.022138883
10/2/2017 6:21,58.658,-0.026358586
10/2/2017 6:24,58.766,-0.025012258
10/2/2017 6:27,58.748,-0.02259971
10/2/2017 6:30,58.82,-0.018953833
10/2/2017 6:33,58.82,-0.016159343
10/2/2017 6:36,58.802,-0.023675137
10/2/2017 6:39,58.802,-0.027515327
10/2/2017 6:42,58.784,-0.023506789
10/2/2017 6:45,58.856,-0.022579078
10/2/2017 6:48,58.838,-0.020962847
10/2/2017 6:51,58.856,-0.022876869
10/2/2017 6:54,58.856,-0.014316473
10/2/2017 6:57,58.82,-0.009079515
10/2/2017 7:00,58.676,-0.011935821
10/2/2017 7:03,58.73,-0.013519856
10/2/2017 7:06,58.748,-0.014582578
10/2/2017 7:09,58.712,-0.018809541
10/2/2017 7:12,58.712,-0.020832329
10/2/2017 7:15,58.676,-0.019857195
10/2/2017 7:18,58.622,-0.019364448
10/2/2017 7:21,58.64,-0.021290236
10/2/2017 7:24,58.586,-0.018438811
10/2/2017 7:27,58.568,-0.017911323
10/2/2017 7:30,58.568,-0.021561725
10/2/2017 7:33,58.514,-0.023267349
10/2/2017 7:36,58.514,-0.025324869
10/2/2017 7:39,58.424,-0.023598583
10/2/2017 7:42,58.352,-0.025749592
10/2/2017 7:45,58.334,-0.029718192
10/2/2017 7:48,58.316,-0.025143359
10/2/2017 7:51,58.352,-0.017691439
10/2/2017 7:54,58.316,-0.021975322
10/2/2017 7:57,58.298,-0.019914587
10/2/2017 8:00,58.262,-0.018975888
10/2/2017 8:03,58.244,-0.027373327
10/2/2017 8:06,58.226,-0.029161219
10/2/2017 8:09,58.19,-0.016792391
10/2/2017 8:12,58.19,-0.015558494
10/2/2017 8:15,58.208,-0.018119048
10/2/2017 8:18,58.208,-0.013195944
10/2/2017 8:21,58.154,-0.015678548
10/2/2017 8:24,58.19,-0.017219782
10/2/2017 8:27,58.208,-0.018165788
10/2/2017 8:30,58.19,-0.026228965
10/2/2017 8:33,58.172,-0.01971492
10/2/2017 8:36,58.19,-0.021789772
10/2/2017 8:39,58.19,-0.028086405
10/2/2017 8:42,58.19,-0.026645311
10/2/2017 8:45,58.172,-0.023046977
10/2/2017 8:48,58.244,-0.012382671
10/2/2017 8:51,58.28,-0.008850399
10/2/2017 8:54,58.352,-0.00461281
10/2/2017 8:57,58.478,-0.007119669
10/2/2017 9:00,58.766,-0.015312115
10/2/2017 9:03,58.856,-0.016096916
10/2/2017 9:06,58.892,-0.019442599
10/2/2017 9:09,58.604,-0.01962623
10/2/2017 9:12,58.694,-0.019080103
10/2/2017 9:15,59.072,-0.017768825
10/2/2017 9:18,59.144,-0.023831985
10/2/2017 9:21,58.802,-0.021386506
10/2/2017 9:24,58.82,-0.027336181
10/2/2017 9:27,58.802,-0.027562243
10/2/2017 9:30,58.892,-0.026101787
10/2/2017 9:33,58.748,-0.034508393
10/2/2017 9:36,58.802,-0.039637878
10/2/2017 9:39,58.892,-0.035323033
10/2/2017 9:42,59.504,-0.031366137
10/2/2017 9:45,58.892,-0.03293257
10/2/2017 9:48,58.838,-0.035056726
10/2/2017 9:51,58.982,-0.032195605
10/2/2017 9:54,59.108,-0.035134196
10/2/2017 9:57,59.126,-0.02815615
10/2/2017 10:00,59.486,-0.028529848
10/2/2017 10:03,59.432,-0.031422104
10/2/2017 10:06,59.378,-0.026148508
10/2/2017 10:09,59.18,-0.024282486
10/2/2017 10:12,59.18,-0.0263765
10/2/2017 10:15,59.09,-0.028186708
10/2/2017 10:18,59.036,-0.027596237
10/2/2017 10:21,59.162,-0.026837242
10/2/2017 10:24,59.198,-0.028370643
10/2/2017 10:27,59.252,-0.026825507
10/2/2017 10:30,59.198,-0.031721739
10/2/2017 10:33,59.234,-0.024823299
10/2/2017 10:36,59.198,-0.023127938
10/2/2017 10:39,59.234,-0.01780828
10/2/2017 10:42,59.324,-0.012565208
10/2/2017 10:45,59.252,-0.01560569
10/2/2017 10:48,59.288,-0.020639955
10/2/2017 10:51,59.324,-0.02236436
10/2/2017 10:54,59.306,-0.022268734
10/2/2017 10:57,59.36,-0.024842337
10/2/2017 11:00,59.396,-0.04321847
10/2/2017 11:03,59.36,-0.047429171
10/2/2017 11:06,59.342,-0.043345781
10/2/2017 11:09,59.45,-0.04800478
10/2/2017 11:12,59.54,-0.050876764
10/2/2017 11:15,59.558,-0.047482194
10/2/2017 11:18,59.612,-0.043498777
10/2/2017 11:21,59.648,-0.037878333
10/2/2017 11:24,59.702,-0.035629914
10/2/2017 11:27,59.774,-0.03559449
10/2/2017 11:30,59.792,-0.033050827
10/2/2017 11:33,59.81,-0.034881662
10/2/2017 11:36,59.828,-0.038274479
10/2/2017 11:39,59.81,-0.041867541
10/2/2017 11:42,59.846,-0.045609177
10/2/2017 11:45,59.846,-0.039818645
10/2/2017 11:48,59.864,-0.040401537
10/2/2017 11:51,59.9,-0.039954626
10/2/2017 11:54,59.936,-0.032973117
10/2/2017 11:57,59.936,-0.027920693
10/2/2017 12:00,60.044,-0.028674274
10/2/2017 12:03,59.99,-0.025211353
10/2/2017 12:06,60.026,-0.028180895
10/2/2017 12:09,60.098,-0.026392827
10/2/2017 12:12,60.17,-0.02924608
10/2/2017 12:15,60.224,-0.021808823
10/2/2017 12:18,60.26,-0.016864026
10/2/2017 12:21,60.296,-0.013986864
10/2/2017 12:24,60.278,-0.014546801
10/2/2017 12:27,60.26,-0.011540919
10/2/2017 12:30,60.314,-0.016265845
10/2/2017 12:33,60.296,-0.01596992
10/2/2017 12:36,60.386,-0.014497914
10/2/2017 12:39,60.386,-0.018110503
10/2/2017 12:42,60.386,-0.021193417
10/2/2017 12:45,60.35,-0.021954975
10/2/2017 12:48,60.404,-0.020854967
10/2/2017 12:51,60.314,-0.018884409
10/2/2017 12:54,60.386,-0.0220721
10/2/2017 12:57,60.44,-0.023628526
10/2/2017 13:00,60.422,-0.02545153
10/2/2017 13:03,60.476,-0.031332477
10/2/2017 13:06,60.476,-0.036073259
10/2/2017 13:09,60.494,-0.037716342
10/2/2017 13:12,60.386,-0.040932993
10/2/2017 13:15,60.458,-0.036917854
10/2/2017 13:18,60.44,-0.041347251
10/2/2017 13:21,60.512,-0.04528389
10/2/2017 13:24,60.512,-0.043458204
10/2/2017 13:27,60.53,-0.046167845
10/2/2017 13:30,60.602,-0.039571452
10/2/2017 13:33,60.584,-0.047348747
10/2/2017 13:36,60.53,-0.04530672
10/2/2017 13:39,60.566,-0.036895936
10/2/2017 13:42,60.692,-0.031237408
10/2/2017 13:45,60.728,-0.030687314
10/2/2017 13:48,60.71,-0.028653099
10/2/2017 13:51,60.818,-0.017643938
10/2/2017 13:54,60.872,-0.014075282
10/2/2017 13:57,60.926,-0.010993346
10/2/2017 14:00,60.962,-0.009341483
10/2/2017 14:03,60.998,-0.000516901
10/2/2017 14:06,61.016,-0.005500564
10/2/2017 14:09,61.034,-0.003304753
10/2/2017 14:12,61.106,-0.000753411
10/2/2017 14:15,61.124,-0.00179714
10/2/2017 14:18,61.142,-0.003001542
10/2/2017 14:21,61.214,-0.004200912
10/2/2017 14:24,61.286,-0.003525631
10/2/2017 14:27,61.376,-0.002996618
10/2/2017 14:30,61.484,0.001157157
10/2/2017 14:33,61.61,-0.007632786
10/2/2017 14:36,61.664,-0.008870032
10/2/2017 14:39,61.79,-0.013968282
10/2/2017 14:42,61.808,-0.012324696
10/2/2017 14:45,61.79,-0.007468665
10/2/2017 14:48,61.898,-0.003245788
10/2/2017 14:51,61.934,-0.002378672
10/2/2017 14:54,61.97,-0.004119266
10/2/2017 14:57,62.006,-0.004155435
10/2/2017 15:00,62.042,-0.009615838
10/2/2017 15:03,62.06,-0.001037273
10/2/2017 15:06,62.06,0.000117768
10/2/2017 15:09,62.078,-0.001866106
10/2/2017 15:12,62.114,-0.003617662
10/2/2017 15:15,62.132,-0.00441795
10/2/2017 15:18,62.186,-0.008076222
10/2/2017 15:21,62.168,-0.002819075
10/2/2017 15:24,62.258,-0.004472049
10/2/2017 15:27,62.33,-0.002877415
10/2/2017 15:30,62.312,-0.002370377
10/2/2017 15:33,62.384,-0.004374003
10/2/2017 15:36,62.438,-0.002560524
10/2/2017 15:39,62.474,-0.001422096
10/2/2017 15:42,62.492,0.002221773
10/2/2017 15:45,62.546,0.006080593
10/2/2017 15:48,62.51,-0.000102488
10/2/2017 15:51,62.546,-0.004807687
10/2/2017 15:54,62.564,-0.000219702
10/2/2017 15:57,62.582,-0.006195756
10/2/2017 16:00,62.564,-0.008893733
10/2/2017 16:03,62.564,-0.019739917
10/2/2017 16:06,62.618,-0.022169155
10/2/2017 16:09,62.618,-0.029511239
10/2/2017 16:12,62.654,-0.023530011
10/2/2017 16:15,62.672,-0.015505675
10/2/2017 16:18,62.672,-0.012976609
10/2/2017 16:21,62.618,-0.008196813
10/2/2017 16:24,62.654,0.001257723
10/2/2017 16:27,62.672,0.008405637
10/2/2017 16:30,62.672,0.003029676
10/2/2017 16:33,62.636,0.002730403
10/2/2017 16:36,62.6,0.001066012
10/2/2017 16:39,62.618,-0.005036989
10/2/2017 16:42,62.582,-0.004782628
10/2/2017 16:45,62.636,-0.002661952
10/2/2017 16:48,62.618,-0.010361471
10/2/2017 16:51,62.636,-0.015436048
10/2/2017 16:54,62.582,-0.016052714
10/2/2017 16:57,62.564,-0.016399019
10/2/2017 17:00,62.546,-0.013557958
10/2/2017 17:03,62.546,-0.01743153
10/2/2017 17:06,62.564,-0.015036184
10/2/2017 17:09,62.546,-0.008246322
10/2/2017 17:12,62.51,-0.005643271
10/2/2017 17:15,62.528,0.001783649
10/2/2017 17:18,62.564,-0.002105979
10/2/2017 17:21,62.564,0.001052666
10/2/2017 17:24,62.564,-0.00484821
10/2/2017 17:27,62.582,-0.006317716
10/2/2017 17:30,62.582,-0.013230811
10/2/2017 17:33,62.582,-0.008667766
10/2/2017 17:36,62.546,-0.01056671
10/2/2017 17:39,62.564,-0.012673511
10/2/2017 17:42,62.618,-0.013026069
10/2/2017 17:45,62.546,-0.012317843
10/2/2017 17:48,62.582,-0.012842518
10/2/2017 17:51,62.582,-0.015929505
10/2/2017 17:54,62.636,-0.011396818
10/2/2017 17:57,62.636,-0.007071423
10/2/2017 18:00,62.636,-0.004719918
10/2/2017 18:03,62.618,-0.010985513
10/2/2017 18:06,62.618,-0.005445521
10/2/2017 18:09,62.69,-0.00085791
10/2/2017 18:12,62.654,0.000636248
10/2/2017 18:15,62.6,-0.003944472
10/2/2017 18:18,62.672,-0.002038055
10/2/2017 18:21,62.672,-0.006350323
10/2/2017 18:24,62.672,-0.004980845
10/2/2017 18:27,62.636,-0.00280217
10/2/2017 18:30,62.636,-0.003603033
10/2/2017 18:33,62.672,-0.006281389
10/2/2017 18:36,62.618,-0.008010228
10/2/2017 18:39,62.636,-0.007799409
10/2/2017 18:42,62.528,-0.005702068
10/2/2017 18:45,62.618,-0.008011586
10/2/2017 18:48,62.582,-0.001407582
10/2/2017 18:51,62.6,-0.008428073
10/2/2017 18:54,62.564,-0.006201617
10/2/2017 18:57,62.528,-0.010506612
10/2/2017 19:00,62.6,-0.014607005
10/2/2017 19:03,62.51,-0.014446059
10/2/2017 19:06,62.582,-0.016031336
10/2/2017 19:09,62.546,-0.010457645
10/2/2017 19:12,62.546,-0.007088287
10/2/2017 19:15,62.564,-0.005929668
10/2/2017 19:18,62.582,-0.011324749
10/2/2017 19:21,62.582,-0.014307543
10/2/2017 19:24,62.582,-0.016646901
10/2/2017 19:27,62.6,-0.017783101
10/2/2017 19:30,62.6,-0.018923501
10/2/2017 19:33,62.564,-0.010166797
10/2/2017 19:36,62.528,-0.009755575
10/2/2017 19:39,62.582,-0.010825907
10/2/2017 19:42,62.546,-0.010717104
10/2/2017 19:45,62.564,-0.010822959
10/2/2017 19:48,62.528,-0.011141921
10/2/2017 19:51,62.492,-0.015871103
10/2/2017 19:54,62.564,-0.018500733
10/2/2017 19:57,62.51,-0.0184796
10/2/2017 20:00,62.528,-0.019293117
10/2/2017 20:03,62.528,-0.014400057
10/2/2017 20:06,62.564,-0.021911684
10/2/2017 20:09,62.528,-0.018189809
10/2/2017 20:12,62.528,-0.022826028
10/2/2017 20:15,62.492,-0.02345439
10/2/2017 20:18,62.546,-0.021057001
10/2/2017 20:21,62.528,-0.015986341
10/2/2017 20:24,62.474,-0.008327707
10/2/2017 20:27,62.492,-0.011042409
10/2/2017 20:30,62.42,-0.00428525
10/2/2017 20:33,62.474,9.21E-05
10/2/2017 20:36,62.456,-0.001319216
10/2/2017 20:39,62.438,-0.000817906
10/2/2017 20:42,62.456,-0.00040328
10/2/2017 20:45,62.438,-0.004536765
10/2/2017 20:48,62.456,-0.016154921
10/2/2017 20:51,62.456,-0.011261632
10/2/2017 20:54,62.438,-0.006227323
10/2/2017 20:57,62.348,-0.008775056
10/2/2017 21:00,62.402,-0.016821984
10/2/2017 21:03,62.276,-0.010884049
10/2/2017 21:06,62.402,-0.012692294
10/2/2017 21:09,62.33,-0.010387835
10/2/2017 21:12,62.33,0.004324407
10/2/2017 21:15,62.132,-0.006962556
10/2/2017 21:18,62.276,-0.022968282
10/2/2017 21:21,62.222,-0.02942908
10/2/2017 21:24,62.24,-0.036181532
10/2/2017 21:27,62.24,-0.038230045
10/2/2017 21:30,62.222,-0.031933337
10/2/2017 21:33,62.186,-0.033638614
10/2/2017 21:36,62.15,-0.039238268
10/2/2017 21:39,62.132,-0.046041401
10/2/2017 21:42,62.132,-0.047708784
10/2/2017 21:45,62.024,-0.04752001
10/2/2017 21:48,62.06,-0.048349005
10/2/2017 21:51,62.06,-0.042618897
10/2/2017 21:54,62.078,-0.041253239
10/2/2017 21:57,62.024,-0.042155891
10/2/2017 22:00,62.024,-0.0417768
10/2/2017 22:03,62.024,-0.035455961
10/2/2017 22:06,62.042,-0.027494525
10/2/2017 22:09,62.024,-0.023567228
10/2/2017 22:12,62.078,-0.017312113
10/2/2017 22:15,61.97,-0.010410299
10/2/2017 22:18,62.006,-0.001094381
10/2/2017 22:21,62.006,-0.006053926
10/2/2017 22:24,61.97,-0.003994492
10/2/2017 22:27,62.006,-0.001053891
10/2/2017 22:30,61.898,0.003410908
10/2/2017 22:33,61.844,-0.005052917
10/2/2017 22:36,61.898,-0.010928578
10/2/2017 22:39,61.88,-0.017103575
10/2/2017 22:42,61.808,-0.020705635
10/2/2017 22:45,61.862,-0.018216872
10/2/2017 22:48,61.718,-0.017878774
10/2/2017 22:51,61.718,-0.01837474
10/2/2017 22:54,61.826,-0.018731462
10/2/2017 22:57,61.736,-0.021706027
10/2/2017 23:00,61.79,-0.023735356
10/2/2017 23:03,61.754,-0.019341856
10/2/2017 23:06,61.79,-0.012526958
10/2/2017 23:09,61.736,-0.013634782
10/2/2017 23:12,61.664,-0.021031952
10/2/2017 23:15,61.628,-0.019608247
10/2/2017 23:18,61.61,-0.017392177
10/2/2017 23:21,61.52,-0.012108703
10/2/2017 23:24,61.574,-0.011235251
10/2/2017 23:27,61.538,-0.017606193
10/2/2017 23:30,61.484,-0.011004533
10/2/2017 23:33,61.538,-0.016476575
10/2/2017 23:36,61.448,-0.017508836
10/2/2017 23:39,61.502,-0.019643071
10/2/2017 23:42,61.484,-0.024942524
10/2/2017 23:45,61.394,-0.020723344
10/2/2017 23:48,61.52,-0.020001287
10/2/2017 23:51,61.52,-0.022383046
10/2/2017 23:54,61.43,-0.020464247
10/2/2017 23:57,61.376,-0.020395287
10/3/2017 0:00,61.466,-0.02245823
10/3/2017 0:03,61.412,-0.020173447
10/3/2017 0:06,61.394,-0.012429771
10/3/2017 0:09,61.34,-0.007654571
10/3/2017 0:12,61.34,-0.003372544
10/3/2017 0:15,61.286,-0.000403862
10/3/2017 0:18,61.43,-0.00019592
10/3/2017 0:21,61.43,-0.000122201
10/3/2017 0:24,61.394,0.001553397
10/3/2017 0:27,61.466,0.00083847
10/3/2017 0:30,61.43,-0.003270951
10/3/2017 0:33,61.412,-0.00243226
10/3/2017 0:36,61.376,-0.003482906
10/3/2017 0:39,61.412,-0.003276783
10/3/2017 0:42,61.394,-0.010399606
10/3/2017 0:45,61.376,-0.012305853
10/3/2017 0:48,61.322,-0.018989884
10/3/2017 0:51,61.268,-0.017820206
10/3/2017 0:54,61.286,-0.018325342
10/3/2017 0:57,61.25,-0.019679357
10/3/2017 1:00,61.286,-0.035551681
10/3/2017 1:03,61.16,-0.042897899
10/3/2017 1:06,61.142,-0.043198734
10/3/2017 1:09,61.232,-0.034084392
10/3/2017 1:12,61.232,-0.019397951
10/3/2017 1:15,61.25,-0.011885494
10/3/2017 1:18,61.088,0.01087982
10/3/2017 1:21,61.178,0.030213163
10/3/2017 1:24,61.178,0.043459408
10/3/2017 1:27,61.088,0.043523513
10/3/2017 1:30,61.16,0.039397048
10/3/2017 1:33,61.106,0.034373598
10/3/2017 1:36,61.016,0.02698509
10/3/2017 1:39,60.962,0.023746891
10/3/2017 1:42,60.944,0.01567605
10/3/2017 1:45,61.016,0.00089322
10/3/2017 1:48,61.052,-0.005764336
10/3/2017 1:51,61.034,-0.005360706
10/3/2017 1:54,61.07,-0.014301
10/3/2017 1:57,60.998,-0.012397442
10/3/2017 2:00,60.944,-0.008132415
10/3/2017 2:03,60.944,0.001025652
10/3/2017 2:06,60.998,0.025397852
10/3/2017 2:09,61.052,0.016943304
10/3/2017 2:12,60.98,0.016502218
10/3/2017 2:15,61.016,0.010104332
10/3/2017 2:18,60.962,0.00520548
10/3/2017 2:21,60.872,-0.003006976
10/3/2017 2:24,60.764,-0.003166592
10/3/2017 2:27,60.908,-0.0050412
10/3/2017 2:30,60.8,0.00389922
10/3/2017 2:33,60.818,0.004378576
10/3/2017 2:36,60.71,0.018266108
10/3/2017 2:39,60.566,0.017702066
10/3/2017 2:42,60.602,0.017871637
10/3/2017 2:45,60.746,0.010564667
10/3/2017 2:48,60.584,0.010972522
10/3/2017 2:51,60.692,0.008567064
10/3/2017 2:54,60.728,0.006883027
10/3/2017 2:57,60.71,0.007679514
10/3/2017 3:00,60.692,0.008868712
10/3/2017 3:03,60.674,0.013837342
10/3/2017 3:06,60.728,0.014582472
10/3/2017 3:09,60.584,0.015109184
10/3/2017 3:12,60.692,0.019964232
10/3/2017 3:15,60.674,0.01977445
10/3/2017 3:18,60.584,0.018228184
10/3/2017 3:21,60.62,0.011493096
10/3/2017 3:24,60.638,0.011161287
10/3/2017 3:27,60.53,0.003590401
10/3/2017 3:30,60.584,0.007508889
10/3/2017 3:33,60.584,2.73E-05
10/3/2017 3:36,60.602,-0.007405186
10/3/2017 3:39,60.422,8.86E-05
10/3/2017 3:42,60.512,0.000829595
10/3/2017 3:45,60.566,-0.002788678
10/3/2017 3:48,60.602,-0.005798426
10/3/2017 3:51,60.53,-0.004633261
10/3/2017 3:54,60.584,-0.002822013
10/3/2017 3:57,60.548,7.84E-05
10/3/2017 4:00,60.494,0.001015972
10/3/2017 4:03,60.44,-0.00081587
10/3/2017 4:06,60.512,0.000873313
10/3/2017 4:09,60.512,-0.002549575
10/3/2017 4:12,60.494,-0.003541925
10/3/2017 4:15,60.35,-9.88E-05
10/3/2017 4:18,60.476,0.007375557
10/3/2017 4:21,60.386,0.011868976
10/3/2017 4:24,60.314,0.009395883
10/3/2017 4:27,60.278,0.008844988
10/3/2017 4:30,60.242,0.01412171
10/3/2017 4:33,60.188,0.018023483
10/3/2017 4:36,60.386,0.012026975
10/3/2017 4:39,60.35,0.014681017
10/3/2017 4:42,60.314,0.017273258
10/3/2017 4:45,60.386,0.011005362
10/3/2017 4:48,60.386,0.008205336
10/3/2017 4:51,60.224,0.004314322
10/3/2017 4:54,60.314,0.002012033
10/3/2017 4:57,60.332,0.008373153
10/3/2017 5:00,60.332,0.013707757
10/3/2017 5:03,60.314,0.0117801
10/3/2017 5:06,60.188,0.009187872
10/3/2017 5:09,60.242,0.007947716
10/3/2017 5:12,60.188,0.008443745
10/3/2017 5:15,60.206,0.018942417
10/3/2017 5:18,60.206,0.02079064
10/3/2017 5:21,60.116,0.010593193
10/3/2017 5:24,60.152,0.004910474
10/3/2017 5:27,60.044,0.007372657
10/3/2017 5:30,60.152,0.004280954
10/3/2017 5:36,60.098,0.006076188
10/3/2017 5:39,60.116,0.009621755
10/3/2017 5:42,60.062,0.012871473
10/3/2017 5:45,60.062,0.0146858
10/3/2017 5:48,60.08,0.018053499
10/3/2017 5:51,60.044,0.014256054
10/3/2017 5:54,60.026,0.012572384
10/3/2017 5:57,60.062,0.016620159
10/3/2017 6:00,60.044,0.014047782
10/3/2017 6:03,60.026,0.008746794
